rera_no,project_name,promoter,location,district,pincode,state,last_modified,source
P52100019898,Al Marjaan,Briskband Associates,Haveli,Pune,411060,MAHARASHTRA,2025-12-15,maharera
P52100019450,Jai Rajkiran Cooperative Housing Society,Citadel Landmarks,Haveli,Pune,411009,MAHARASHTRA,2022-12-15,maharera
P52100019652,Sai Shilp Kukade Parisar (Padmadarshan Society),The Nest Constructions,Pune City,Pune,411037,MAHARASHTRA,2020-01-27,maharera
P52100019148,KINGSBURY PHASE II,Jaikul Associates,Haveli,Pune,412105,MAHARASHTRA,2019-01-09,maharera
P52100019275,Ganga Newtown Ph 02,SHREE BALAJI ASSOCIATES PUNE LLP,Haveli,Pune,411015,MAHARASHTRA,2021-08-27,maharera
P52100019126,ADBANG RESIDENCY,NATH ESTATE,Haveli,Pune,412105,MAHARASHTRA,2019-01-04,maharera
P52100019116,KOHINOOR JEEVA C BUILDING,RISING ASSOCIATES,Pune City,Pune,411037,MAHARASHTRA,2020-01-24,maharera
P52100019372,SAI NANDAN,OMSAI DEVELOPERS,Haveli,Pune,411028,MAHARASHTRA,2021-06-12,maharera
P52100019649,GOVIND BASIL,SHREE SADGURU DEVELOPERS,Haveli,Pune,411046,MAHARASHTRA,2019-11-06,maharera
P52100019140,Akash Towers A and B,Lunkad Builders LLP,Haveli,Pune,411027,MAHARASHTRA,2019-01-09,maharera
P52100019299,Ganga Capital Square,SHREE BALAJI ASSOCIATES PUNE LLP,Haveli,Pune,411014,MAHARASHTRA,2019-01-21,maharera
P52100019722,SMRUTIGANDH,ACUMEN DEVELOPERS LLP,Pune City,Pune,411002,MAHARASHTRA,2021-09-15,maharera
P52100019167,KAMALRAJ PARIJAT B BUILDING,KAMALRAJ ASSOCIATES,Haveli,Pune,411015,MAHARASHTRA,2019-01-09,maharera
P52100019218,ARIA,OM ASSOCIATES,Mawal,Pune,410506,MAHARASHTRA,2019-01-14,maharera
P53000019345,LOKNAGARI,RAMSINA CONSTRUCTIONS THROUGH PROPRIETOR VIKESH ABHAYKUMAR OSWAL,Karvir,Kolhapur,416003,MAHARASHTRA,2023-04-12,maharera
P53100019171,ARIHANT CAPITAL,ARIHANT DEVELOPERS,Miraj,Sangli,416416,MAHARASHTRA,2026-05-26,maharera
P53100019205,SHINDEGALAXY,JAYDEEP CHANDRAKANT SHINDE,Miraj,Sangli,416415,MAHARASHTRA,2019-01-09,maharera
P52100020752,KRISHNAKUNJ RESIDENCY,KEDAR ASSOCIATES,Haveli,Pune,411041,MAHARASHTRA,2026-04-27,maharera
P52100019853,AMRUTYOG,PRERNA GROUP BARAMATI,Baramati,Pune,412304,MAHARASHTRA,2022-06-20,maharera
P52700019381,VASTUSHILP,VASTUSHREE BUILDERS AND DEVELOPERS,Satara,Satara,415519,MAHARASHTRA,2019-01-23,maharera
P52100019292,18 LONGITUDE PHASE 3,G D SQUARE PROMOTERS LLP,Mulshi,Pune,411033,MAHARASHTRA,2025-05-26,maharera
P53100019259,VARAD SPARSH,J J CONSTRUCTION,Miraj,Sangli,416416,MAHARASHTRA,2019-01-14,maharera
P52100019518,VB CASA,KEYSTONE REAL ESTATE,Pune City,Pune,411040,MAHARASHTRA,2020-10-01,maharera
P53000019417,"construction of 24 flats and 12 shops on plot bearing R.S. No. 599-4 part, Balajipark, Kolhapur",Pune Housing and Area Development Board Pune,Karvir,Kolhapur,416012,MAHARASHTRA,2019-01-29,maharera
P52100019369,SHRI-OM,Amol Ajit Ravetkar,Pune City,Pune,411038,MAHARASHTRA,2019-01-23,maharera
P52100019225,GANESH EMERALD B WING,EKDANTA NEST LLP,Haveli,Pune,412114,MAHARASHTRA,2021-10-12,maharera
P52100019434,Lodha Belmondo - Sawgrass A,Lodha Developers Limited,Mawal,Pune,412101,MAHARASHTRA,2019-01-30,maharera
P52100019380,M and M Terraza,Nilesh Baliram Barhate,Haveli,Pune,412106,MAHARASHTRA,2019-01-23,maharera
P52100019226,Skyi Star Town Phase IV,Enerrgia Skyi Properties Pvt Ltd,Mulshi,Pune,412115,MAHARASHTRA,2019-09-17,maharera
P52100019179,Madhukosh,Kakkad Housing,Pune City,Pune,411045,MAHARASHTRA,2021-08-24,maharera
P53100019409,TILANG APARTMENTS,GOKHALE INFRADEVELOPERS PVT LTD,Miraj,Sangli,416410,MAHARASHTRA,2019-01-29,maharera
P52100019593,PANCHATATTVA HEIGHTS,RAJENDRA KUMAR PUGALIA,Mulshi,Pune,411033,MAHARASHTRA,2026-01-30,maharera
P53000019206,MAHALAXMI SANKUL,SANDIP GANPATI CHECHAR,Gadhinglaj,Kolhapur,416502,MAHARASHTRA,2021-12-08,maharera
P52700019430,GANGASAGAR HEIGHTS,RAJMAL JAWANMALJI OSWAL AND TRIPAL LILACHAND BAFANA,Satara,Satara,415002,MAHARASHTRA,2020-10-07,maharera
P53100019185,KRUSHNANAND ENCLAVE,JOSHI MARATHE DEVELOPERS,Miraj,Sangli,416410,MAHARASHTRA,2019-01-09,maharera
P52100019371,SHREE SNEH,PARADIGM DEVELOPERS PRIVATE LIMITED,Haveli,Pune,411007,MAHARASHTRA,2019-01-23,maharera
P53000022538,Saraswati Plaza,Hari Om Developers,Hatkanangle,Kolhapur,416115,MAHARASHTRA,2019-10-01,maharera
P52100019192,AVIOR AATMAN,AVIORENTERPRISES LLP,Pune City,Pune,411042,MAHARASHTRA,2019-01-09,maharera
P52100019327,Parklane Urbanjoy -Wing A,PARKLANE CONSTRUCTION LLP,Mulshi,Pune,411021,MAHARASHTRA,2020-01-16,maharera
P52100019197,ALCON RITAZZA,ALCON,Pune City,Pune,411014,MAHARASHTRA,2019-01-09,maharera
P52100020037,DREAM HORIZON,MOZE PROPERTIES,Haveli,Pune,411047,MAHARASHTRA,2025-09-24,maharera
P52100019284,JASMINE B,ATK CONSTRUCTIONS AND DEVELOPERS,Haveli,Pune,411048,MAHARASHTRA,2022-04-20,maharera
P52700019562,Samiya,Saurabh Surendra Tatke,Wai,Satara,412803,MAHARASHTRA,2019-02-08,maharera
P52700019711,Eshada Appartment,Vinayak Narayan Pophale,Wai,Satara,412803,MAHARASHTRA,2019-02-22,maharera
P52100019780,WESTWOOD ESTATES PHASE II,A K CONSTRUCTIONS,Mulshi,Pune,411057,MAHARASHTRA,2023-07-16,maharera
P52100019311,VENTURE CITY A AND D WING,VENTURE GROUP,Haveli,Pune,412105,MAHARASHTRA,2025-06-10,maharera
P53000019464,KALASHREE,SACHIN ABHAYKUMAR OSWAL,Karvir,Kolhapur,416001,MAHARASHTRA,2019-06-18,maharera
P52100019363,arnavvhilla,BABASO NIVRITTI CHOUDHAR,Baramati,Pune,413133,MAHARASHTRA,2019-01-23,maharera
P52700021392,ANVI PRIDE,ANAY DEVELOPERS,Satara,Satara,415002,MAHARASHTRA,2019-06-24,maharera
P52100019221,SILVER HOMES,SILVER HOMES,Haveli,Pune,412105,MAHARASHTRA,2019-01-14,maharera
P52100019726,SPLENDID COURTYARD,SHREE YASHADA DEVELOPERS,Haveli,Pune,411047,MAHARASHTRA,2020-09-03,maharera
P52100019401,Aeropolis Phase III,Krishna developers,Haveli,Pune,411047,MAHARASHTRA,2021-07-13,maharera
P52100019322,41 ESTERA PHASE 3,SAMARTTHA TRIMURTI PROPERTIES,Mulshi,Pune,411033,MAHARASHTRA,2025-09-22,maharera
P52700019752,SAI PRESTIGE,DILIP NIVRUTI JADHAV,Karad,Satara,415539,MAHARASHTRA,2019-03-05,maharera
P52100019467,Runal Spacio,Rajendra Suresh Jain,Haveli,Pune,412101,MAHARASHTRA,2022-09-10,maharera
P52100020061,SWARADA SANKUL,SHINDE PATANKAR ASSOCIATES,Bhor,Pune,412214,MAHARASHTRA,2024-05-21,maharera
P52100019365,Sukhwani Highlands,V.R.SUKHWANI PROJECTS,Mulshi,Pune,411021,MAHARASHTRA,2019-01-23,maharera
P52100019240,Mount Unique B and C Wing,Anand Realtors,Haveli,Pune,411021,MAHARASHTRA,2019-01-14,maharera
P52100019839,"Dvale paradise WING A1, WING B1",makarand balkrushna devale,Baramati,Pune,413102,MAHARASHTRA,2019-03-05,maharera
P52100019342,Grande View 7 Phase V Building J,Chirag Developers,Haveli,Pune,411046,MAHARASHTRA,2021-03-11,maharera
P52100019281,SILVER OAK,SHREE SIDDHIVINAYAK CONSTRUCTION,Pune City,Pune,411036,MAHARASHTRA,2019-01-15,maharera
P52100019378,Skyi Songbirds Commercial,Enerrgia Skyi Developers,Mulshi,Pune,412115,MAHARASHTRA,2021-09-09,maharera
P52100019300,VISHAL VISHWA PHASE 2 - BUILDING NUMBER 1 AND 2,Vishal Constructions,Shirur,Pune,412208,MAHARASHTRA,2021-09-09,maharera
P52100019488,ACE ALMIGHTY COMMERCIAL,M/S. ACE ALMIGHTY,Mulshi,Pune,411033,MAHARASHTRA,2019-02-06,maharera
P52100019348,Skyi Songbirds Phase E,Enerrgia Skyi Developers,Mulshi,Pune,412115,MAHARASHTRA,2024-10-07,maharera
P52100019279,SAI VILLA,JSK ASSOCIATES,Haveli,Pune,412101,MAHARASHTRA,2019-01-15,maharera
P53100019494,NIKUNJ SRUSHTI,MUKESH SHETHJI REALITIES,Miraj,Sangli,416410,MAHARASHTRA,2019-02-06,maharera
P52100019928,La Vida,Kakkad Properties,Pune City,Pune,411045,MAHARASHTRA,2024-07-10,maharera
P53000019383,SHREE MAHALAXMI SANKUL,Rahul Ashok Desai,Karvir,Kolhapur,416003,MAHARASHTRA,2019-01-23,maharera
P52100019706,Manhattan - G building,MAJESTIQUE HOUSING LLP,Haveli,Pune,412207,MAHARASHTRA,2019-02-22,maharera
P52100019925,198 City hub,Urban Syndicate,Pune City,Pune,411002,MAHARASHTRA,2024-07-01,maharera
P52100019319,CHIRAG ELITE,P M DEVELOPERS,Baramati,Pune,413102,MAHARASHTRA,2019-01-23,maharera
P52100019377,SILVER 9,SILVER PROPERTIES,Haveli,Pune,412105,MAHARASHTRA,2025-07-09,maharera
P52100019471,Kingston Greens Phase 1,Vedant Developments,Haveli,Pune,411028,MAHARASHTRA,2026-02-06,maharera
P52100020258,Legacy Aeon,Legacy Homes,Haveli,Pune,411045,MAHARASHTRA,2019-03-29,maharera
P53100019329,MAYURESH,ARWADE KARANDIKAR ASSOCIATES,Miraj,Sangli,416416,MAHARASHTRA,2019-01-23,maharera
P52100019508,SARA SWAPNAVIHAR,Jagrutsara Structures LLP,Khed,Pune,410501,MAHARASHTRA,2024-06-26,maharera
P52100019648,MINAKSHI HEIGHTS,MILIND MATHURADAS TARE,Haveli,Pune,411028,MAHARASHTRA,2019-02-20,maharera
P52100019512,Goodwill Fabian Phase 1,Choice Developments,Haveli,Pune,411047,MAHARASHTRA,2019-02-06,maharera
P52700019446,UNNATI APARTMENT,AJIT CONSTRUCTION AND DEVELOPERS,Karad,Satara,415539,MAHARASHTRA,2024-06-21,maharera
P52100019627,Shubhchandra,M/S KIRAN CREATORS & DEVELOPERS THROUGH PROPRIETOR MR. KASHINATH GANESH NEHETE,Haveli,Pune,411017,MAHARASHTRA,2022-08-12,maharera
P52100019483,ROYAL CASSIA A WING,Mercury Artharaj Landmarks AOP,Haveli,Pune,412109,MAHARASHTRA,2020-10-30,maharera
P52700019328,SWAPNAPURTI,SWAPNAPURTI HOUSING,Satara,Satara,415001,MAHARASHTRA,2023-12-08,maharera
P53100019427,RAVI KIRAN,RAVINDRA SHANKAR KHILARE,Miraj,Sangli,416416,MAHARASHTRA,2019-01-29,maharera
P52100019333,AARAMBH,Yashada Nivasa Associates,Pune City,Pune,412105,MAHARASHTRA,2019-01-23,maharera
P52700019361,Shivdarshan,Amol Bhalchandra Bhanage,Satara,Satara,415002,MAHARASHTRA,2019-01-23,maharera
P52100020371,Aqua Phase III,M/S Majestique Heights,Haveli,Pune,412308,MAHARASHTRA,2019-08-30,maharera
P52100019385,CHAITANYA HIGH POINT,CHAITANYA DEVELOPERS,Haveli,Pune,411045,MAHARASHTRA,2020-06-17,maharera
P53100019640,skyrise,falah corporation,Miraj,Sangli,416414,MAHARASHTRA,2019-02-20,maharera
P52700019543,ASHOK DEEP,DreamWorld Builders And Developers,Karad,Satara,415539,MAHARASHTRA,2023-08-28,maharera
P52100019454,ANTRIKSH TOWERS,AUM CITYSCAPES LLP,Pune City,Pune,411011,MAHARASHTRA,2026-04-18,maharera
P52100021020,GANGA LEGEND A2 AND B4,Legends County Landmark Pvt Ltd,Mulshi,Pune,411021,MAHARASHTRA,2021-11-19,maharera
P52700019419,Laxminarayan Arcade,Rajan Namdeo Pore,Wai,Satara,412803,MAHARASHTRA,2019-01-29,maharera
P52100019399,VISION INDRATEJ,VISION BUILDCON,Mulshi,Pune,411033,MAHARASHTRA,2019-01-29,maharera
P52100020138,WINDSOR TOWER,S AND S ENTERPRISES,Haveli,Pune,411009,MAHARASHTRA,2021-01-20,maharera
P53100019435,KEDAR HEIGHTS,SHASHIKALA RAMCHANDRA SALUNKHE,Miraj,Sangli,416416,MAHARASHTRA,2019-01-30,maharera
P52100019959,Megapolis Mystic - C,Pegasus Properties Pvt. Ltd.,Mulshi,Pune,411057,MAHARASHTRA,2019-09-24,maharera
P52100022566,sai planet,irshad ali jabbar shaikh,Haveli,Pune,412101,MAHARASHTRA,2019-10-07,maharera
P52700019402,GURUPRASAD RESIDENCY,TRIMURTI CONSTRUCTION,Satara,Satara,415003,MAHARASHTRA,2023-07-16,maharera
P52100019566,IMPERIAL TOWER C WING,AGCONSTRUCTIONS,Haveli,Pune,411028,MAHARASHTRA,2019-02-08,maharera
P52100019457,A P Pinnacle Phase 1,A P Construction,Haveli,Pune,412216,MAHARASHTRA,2019-02-01,maharera
P52700019452,Laxminarayan Arcade - I,Rajan Namdeo Pore,Wai,Satara,412803,MAHARASHTRA,2019-02-01,maharera
P52100019524,Mayur Kilbil Phase II - Wing D1 - Part IV,Bunty Realtors,Haveli,Pune,411015,MAHARASHTRA,2025-03-26,maharera
P52100020097,NEXUS GULMOHAR WING A and B,DIAMOND NEXUS ASSOCIATES,Haveli,Pune,412105,MAHARASHTRA,2019-03-26,maharera
P52100019422,AVIOR -AATMAN PHASE -II,AVIORENTERPRISES LLP,Pune City,Pune,411042,MAHARASHTRA,2019-01-29,maharera
P52100019492,7 Peace Villas,Vicky Ghanshyam Sukhwani,Haveli,Pune,411043,MAHARASHTRA,2020-06-17,maharera
P52100019468,YashONE Hinjawadi - Phase 1,Vilas Javdekar Eco Shelters Private Limited,Mulshi,Pune,411057,MAHARASHTRA,2019-02-01,maharera
P53000019448,IDEAL COLONY PHASE - I,THE IDEAL CONSTRUCTION,Karvir,Kolhapur,416010,MAHARASHTRA,2019-01-30,maharera
P52100019498,ANIKA REGALIA,Arun Pitamber Sheth,Pune City,Pune,411037,MAHARASHTRA,2019-03-20,maharera
P52700019447,Krishnakunj Vihar Phase-1,Pooja Shridhar Kangralkar,Satara,Satara,415001,MAHARASHTRA,2022-03-14,maharera
P52600020040,AARYA RESIDENCY,NITIN HUKUMCHAND RATHOD,Solapur North,Solapur,413004,MAHARASHTRA,2019-03-19,maharera
P52100019738,Heritage Plus,Ram India Realities,Haveli,Pune,411048,MAHARASHTRA,2021-09-09,maharera
P52100020621,Grant Bay,Gagan Landmarks LLP,Haveli,Pune,411014,MAHARASHTRA,2026-03-27,maharera
P53100020049,MATOSHRI APARTMENT,SIDHIVINAYAK DEVELOPERS,Miraj,Sangli,416415,MAHARASHTRA,2019-03-25,maharera
P52100019792,INFINITY PLANET C AND D WING,TULIP PROPERTIES,Haveli,Pune,412105,MAHARASHTRA,2023-03-27,maharera
P52100019628,SONIGARA PRESIDENCY,SONIGARA & BHOSALE ASSOCIATES,Haveli,Pune,412101,MAHARASHTRA,2021-04-02,maharera
P52100019574,AMAR MADHUBAN TECH PARK,MADHUBAN INN PRIVATE LIMITED,Haveli,Pune,411045,MAHARASHTRA,2019-02-08,maharera
P52100019530,ROYAL SUBLIME,ALIASAGAR ISMAIL ICECREAMWALA,Haveli,Pune,411048,MAHARASHTRA,2019-02-08,maharera
P53100019958,AVADHOOT RESIDENCY,Abhijit Vijaykumar Borgave,Miraj,Sangli,416416,MAHARASHTRA,2019-03-15,maharera
P52100019520,SHANTI AVENUE,SHANTIBAI SAKALCHAND JAIN,Pune City,Pune,411037,MAHARASHTRA,2019-02-06,maharera
P53100020512,GUNESH HERITAGE,Abhijit Vijaykumar Borgave,Miraj,Sangli,416416,MAHARASHTRA,2019-04-18,maharera
P52700019682,SHAHU RESIDENCY PHASE-V,SHINDE JADHAV BUILDERS AND DEVELOPERS,Satara,Satara,415001,MAHARASHTRA,2019-02-20,maharera
P52100019803,Swami Samruddhi,Swamiraj Creators,Haveli,Pune,411028,MAHARASHTRA,2019-03-05,maharera
P52600019626,Constructing 288 t/s EWS on gat no 238/1 Karmala,Pune Housing and Area Development Board Pune,Karmala,Solapur,413203,MAHARASHTRA,2019-02-14,maharera
P52100019616,Majestique Rhythm County Phase I,MAJESTIQUE RISINGSUN LLP,Haveli,Pune,411028,MAHARASHTRA,2019-07-29,maharera
P52600020325,Hari Mohan Park,SHRI SWAMI SAMARTH CONSTRUCITON,Pandharpur,Solapur,413304,MAHARASHTRA,2019-04-05,maharera
P52100019743,Royal Arcade A Wing,LJMK DEVELOPERS LLP,Haveli,Pune,411048,MAHARASHTRA,2024-05-06,maharera
P52100019636,Royal Arcade B Wing,LJMK DEVELOPERS LLP,Haveli,Pune,411048,MAHARASHTRA,2024-09-11,maharera
P52100019635,Soham Residency A Wing,Khushbu Realties Pvt. Ltd.,Haveli,Pune,411061,MAHARASHTRA,2019-02-14,maharera
P53100019871,VENKATESH KASTURI,ANANDKUMAR BABAN RAJMANE,Miraj,Sangli,416415,MAHARASHTRA,2019-03-07,maharera
P52100019639,Godrej Park Greens,Godrej Skyline Developers Limited,Haveli,Pune,412101,MAHARASHTRA,2025-09-05,maharera
P52100020458,ANSH LAKSHYA HEIGHTS,ANSH LAKSHYA DEVELOPERS,Mulshi,Pune,411045,MAHARASHTRA,2021-09-09,maharera
P52100023696,Nilkanth,Vishweshwar Haribhau Dhurupe,Haveli,Pune,411027,MAHARASHTRA,2020-01-02,maharera
P52100019545,GIRINDU,MANSUKHLAL GIRIDHARILAL LODHA,Haveli,Pune,412105,MAHARASHTRA,2019-02-08,maharera
P52100019718,Padmavati Dhara Society B-Type,Unique Properties,Mulshi,Pune,411057,MAHARASHTRA,2019-02-22,maharera
P52100019881,THE PLATINUM TOWERS,AVISHKAR ARISTA DEVELOPERS LLP,Haveli,Pune,411014,MAHARASHTRA,2026-02-20,maharera
P52100019622,Sukhwani Pacific - II,Pratham Constructions,Mulshi,Pune,411033,MAHARASHTRA,2019-02-14,maharera
P52100020919,BHAKTI AANGAN,NIRMITI DEVELOPERS,Mawal,Pune,412106,MAHARASHTRA,2026-03-25,maharera
P52100019596,MAULI RESIDENCY,ATHARVA DEVELOPERS,Haveli,Pune,412105,MAHARASHTRA,2019-02-12,maharera
P53100019708,Satpute Parbat Plaza,Vijaysinha Krishnarao Parbat,Palus,Sangli,416310,MAHARASHTRA,2024-05-21,maharera
P52100022433,NAMO DARSHAN - GODAWARI,Shital Samir Oswal,Mawal,Pune,410506,MAHARASHTRA,2019-09-20,maharera
P52700019744,PRAJ HEIGHTS,SANJAY VISHNU SHETE,Patan,Satara,415205,MAHARASHTRA,2019-03-05,maharera
P52100019927,Majestique Venice building D Wing A,Majestique Nirman LLP,Haveli,Pune,411041,MAHARASHTRA,2019-03-13,maharera
P52100019579,One Place - Wakad,Sai Mittal Associates,Haveli,Pune,411057,MAHARASHTRA,2019-02-08,maharera
P52100019558,"Kingston Serene Phase 2 A1, A2, B1 and B2 Wing",Vedant Realtors,Haveli,Pune,411028,MAHARASHTRA,2019-02-08,maharera
P52100019772,ARIANA IMPERIAL,SHREE SWAMI SAMARTH DEVELOPERS,Mulshi,Pune,411057,MAHARASHTRA,2019-06-24,maharera
P53000019620,Shri Gajanan Maharaj Heritage,Vishal Developers,Karvir,Kolhapur,416003,MAHARASHTRA,2026-06-15,maharera
P52100019924,ADORN ALCAZAR-I,HASIB AHMED SHAIKH,Haveli,Pune,411048,MAHARASHTRA,2019-03-13,maharera
P52100019584,ONE PLACE BANER,NEW UNICON INFRAVENTURES LLP,Haveli,Pune,411045,MAHARASHTRA,2025-08-12,maharera
P53000020094,INSIGHT SQUARE,INSIGHT ARCHITECTS PRAVITE LTD,Hatkanangle,Kolhapur,416115,MAHARASHTRA,2025-06-11,maharera
P52100019578,ONE PLACE BANER PHASE II,NEW UNICON INFRAVENTURES LLP,Haveli,Pune,411045,MAHARASHTRA,2025-07-03,maharera
P53000019843,ARYA ABHISHEK PLAZA,OMKAR CONSTRUCTION,Gadhinglaj,Kolhapur,416502,MAHARASHTRA,2019-03-05,maharera
P52100020177,Nirman Altius Wing B,NIRMAN ASSOCIATES,Haveli,Pune,411014,MAHARASHTRA,2021-07-22,maharera
P53000019779,GREEN VISION,Nitin Arun Mahajan,Karvir,Kolhapur,416003,MAHARASHTRA,2025-06-04,maharera
P52100020679,SHREE CAPITAL,SHREE DEVELOPERS,Mulshi,Pune,411057,MAHARASHTRA,2023-07-14,maharera
P53000019723,SIGNATURE VILLAS,Kniv Developers,Karvir,Kolhapur,416003,MAHARASHTRA,2025-06-11,maharera
P52100019824,SHIVRAIE,mangesh vasant gundal,Khed,Pune,410505,MAHARASHTRA,2019-03-05,maharera
P52600020095,GLOBAL ICON,GLOBAL CONSTRUCTIONS,Solapur North,Solapur,413001,MAHARASHTRA,2019-03-26,maharera
P52100019621,WONDER NEST C WING PHASE -1,GOODWILL INFRACON,Haveli,Pune,412105,MAHARASHTRA,2023-09-25,maharera
P52100020307,GOODWILL BREEZA PHASE 1,CHOICE REALTORS,Haveli,Pune,411015,MAHARASHTRA,2019-04-03,maharera
P52700020075,Saee Grand,AVANI INFRASTRUCTURE,Satara,Satara,415002,MAHARASHTRA,2019-03-26,maharera
P52100019736,Panache,Dnyanoba Sopan Vakadakar,Mulshi,Pune,411057,MAHARASHTRA,2019-03-05,maharera
P52100019869,GANESH JOYNEST B WING,AKASH SATISH PATIL,Haveli,Pune,412014,MAHARASHTRA,2021-09-08,maharera
P52700019625,SWARA YAMUNA PLAZA,SWARA CONSTRUCTION,Phaltan,Satara,415523,MAHARASHTRA,2019-02-14,maharera
P52700019846,MAULI RESIDENCY,M/S MAULI BUILDERS AND DEVELOPERS,Karad,Satara,415110,MAHARASHTRA,2019-03-05,maharera
P52100020133,Meghdoot Tower,V R Kulkarni & Associates,Haveli,Pune,411043,MAHARASHTRA,2019-03-29,maharera
P52100020917,silver hills,SHREYA BUILDERS,Haveli,Pune,411038,MAHARASHTRA,2023-03-21,maharera
P52100020351,Sadashanti,Digamber  Parulekar,Haveli,Pune,411038,MAHARASHTRA,2019-04-05,maharera
P52100019662,93 Avenue Phase- III,RAVIRAJ BOKADIA CREATIVE,Pune City,Pune,411013,MAHARASHTRA,2021-09-09,maharera
P52600019690,KIMAYA SWAPANAPURTI PHASE I,ALACRITY CONSTRUCTIONS PVT LTD,Solapur North,Solapur,413008,MAHARASHTRA,2019-02-21,maharera
P52100020452,SAI WORLD RETREAT,Paradise Leisure Homes,Mawal,Pune,410401,MAHARASHTRA,2026-02-16,maharera
P50300051556,Ganraya Heights,A B Associates,Amravati,Amravati,444604,MAHARASHTRA,2023-06-27,maharera
P50300051971,CENTRAL VISTA,SHRI GOVINDA DEVELOPERS,Amravati,Amravati,444601,MAHARASHTRA,2023-07-13,maharera
P50300050883,VISTA IMPERIA,DEEPRAJAM INFRASPACE LLP,Amravati,Amravati,444603,MAHARASHTRA,2024-08-09,maharera
P50300051618,H. V. Y. EMPIRE,SHRI GANESHAY NAMAHA BUILDERS & DEVELOPERS,Amravati,Amravati,444607,MAHARASHTRA,2023-06-27,maharera
P50300051925,MAHENDRA ABODES,ANKESH NAVINKUMAR CHORDIYA,Amravati,Amravati,444605,MAHARASHTRA,2025-12-26,maharera
P50300051880,Shiva Heights,M Krishna  Buchanna,Amravati,Amravati,444606,MAHARASHTRA,2023-07-07,maharera
P50300051685,CASA Grand,Paras Buildcom,Amravati,Amravati,444607,MAHARASHTRA,2023-06-27,maharera
P50200051174,Janki Tower,Prakash Govind Parlikar,Karanja,Washim,444105,MAHARASHTRA,2023-06-01,maharera
P50300051825,INDRAKSHI RESIDENCY,PRAVIN SAHEBRAO MAHALLE,Amravati,Amravati,444603,MAHARASHTRA,2023-07-07,maharera
P50200054445,Badlani Business Center,Badlani Builders & Developers Pvt Ltd,Washim,Washim,444505,MAHARASHTRA,2024-01-25,maharera
P50100051525,Yamuna Tower,Marvel Trinity Real Estate LLP,Akola,Akola,444001,MAHARASHTRA,2023-06-23,maharera
P50300051493,Galaxy Heights,Sky Point Builders,Amravati,Amravati,444602,MAHARASHTRA,2023-06-23,maharera
P50000054721,Anand Mangal,Sumit Sahebrao Sardar,Buldana,Buldana,443001,MAHARASHTRA,2024-02-06,maharera
P50300052868,MORPANKH AVENUE,NIRAJ REALTY,Amravati,Amravati,444604,MAHARASHTRA,2023-10-05,maharera
P50100052994,Shakambari Business Center,S P Builders & Developers,Akola,Akola,444001,MAHARASHTRA,2023-10-10,maharera
P50300052032,DCH CASTLE,BLUSERA INFRASTRUCTURE,Amravati,Amravati,444606,MAHARASHTRA,2023-07-19,maharera
P50300053016,NILKANTH HEIGHTS,BHASKAR GOMAJI DAHAT,Amravati,Amravati,444604,MAHARASHTRA,2023-10-10,maharera
P50300053161,AMRAVATI COMPLEX,RANJANA SUNIL ZOMBADE,Warud,Amravati,444906,MAHARASHTRA,2023-10-17,maharera
P50300052820,Sai Park,Tejas Associates,Amravati,Amravati,444601,MAHARASHTRA,2023-10-05,maharera
P50300052738,Vedanta Heights,Vedanta Buildcon,Amravati,Amravati,444606,MAHARASHTRA,2023-09-22,maharera
P50100052961,Naksh Imperial,Kishore Mukundlal Agrawal,Akola,Akola,444001,MAHARASHTRA,2025-03-27,maharera
P50300052769,ROYAL TOWER,ANIL LAXMICHAND BOTHRA,Amravati,Amravati,444607,MAHARASHTRA,2026-03-05,maharera
P50300054126,Indrayani wada,Govind Shridhar Tatte,Amravati,Amravati,444603,MAHARASHTRA,2023-12-27,maharera
P50300053618,SAI CITY,ANSHUMAN BUILDERS,Amravati,Amravati,444602,MAHARASHTRA,2023-11-10,maharera
P50100052885,ADITYA HEIGHTS,SANDIP SHANKARRAO DESHMUKH,Akola,Akola,444002,MAHARASHTRA,2025-09-15,maharera
P50500022876,SHREE RAJESHWAR NAGAR,"DEEPAK SISODIA, ATUL YAMANSANWAR, SUDHIR KUNNAWAR, SHIRISH RAMAPURE & MADAN YERAWAR",Nagpur (Rural),Nagpur,440034,MAHARASHTRA,2019-11-01,maharera
P50500023032,Gladstone,Pankaj Chandrakant Waghmare,Nagpur (Rural),Nagpur,440018,MAHARASHTRA,2023-11-21,maharera
P50500024420,SHREE GANESH SANIDHYA,SACHANI DEVELOPERS LLP,Nagpur (Rural),Nagpur,441111,MAHARASHTRA,2020-02-12,maharera
P50400024032,GOKUL CITY VI,Shourya Builders and Developers,Karanja,Wardha,442302,MAHARASHTRA,2020-01-16,maharera
P50500023338,EMERALD CITY - II,Sanjay Dineshchandra Tulshan,Hingna,Nagpur,440023,MAHARASHTRA,2019-12-12,maharera
P50500023028,BHAKTI PARK,SANJAY PURANMAL AGRAWAL,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2019-11-14,maharera
P50500023638,SHARMA LAY OUT - 2,SHARMA CONSTRUCTION COMPANY,Nagpur (Rural),Nagpur,441108,MAHARASHTRA,2019-12-24,maharera
P50500023240,LEVERAGE GREENWOODS HARMONY,Leverage Spaces LLP,Nagpur (Rural),Nagpur,440034,MAHARASHTRA,2019-12-06,maharera
